uid,name,url,movie_name,rating,comment
wangfunway,哈呜,https://www.douban.com/people/wangfunway/,特拉维夫在燃烧,推荐,巴以冲突，但是追剧不冲突。。。
89768044,Dear deer,https://www.douban.com/people/89768044/,特拉维夫在燃烧,推荐,摆脱政治立场的偏倚，而作出喜剧其实还蛮难得。1967年战争为背景的肥皂剧作为切入点就很引人入胜。并不是人人都能理解军事占领区和信仰的教条，但是人人都爱轻松愉悦的浪漫喜剧，两个立场相对的人共同为这场爱情的结局苦思冥想，从而改写了各自的人生故事。
4786986,xiaoxiongdi,https://www.douban.com/people/4786986/,特拉维夫在燃烧,推荐,#2018 tiff 看得出来 日本观众很享受这样的电影呢
antx,似景流年,https://www.douban.com/people/antx/,特拉维夫在燃烧,推荐,困扰着全世界的巴以问题，却被一出简单的肥皂剧展现的淋漓尽致，电影反映着现实，现实干预着电影，以色列和巴勒斯坦最终会走向何处，谁也不知道。
film1984,非常道电影,https://www.douban.com/people/film1984/,特拉维夫在燃烧,较差,一般
travisthomas,Vžņotas,https://www.douban.com/people/travisthomas/,特拉维夫在燃烧,还行,轻与重
gnlnmh,Mr. Fahrenheit,https://www.douban.com/people/gnlnmh/,特拉维夫在燃烧,推荐,荒誕的政治和文化，有趣的劇本。
arimaspu,arimaspu,https://www.douban.com/people/arimaspu/,特拉维夫在燃烧,还行,有一些笑点，但是不够精致，尤其是结尾有些草率，很普通的爆米花电影。能获奖我想大概是因为电影反映了敏感的巴以冲突，但是并没有刻意美化一方丑化另一方，能让人有一些小小的反思，同时结尾还搞了一个阿犹大团结，也算是为中东和平做出了一丝丝的贡献
186715281,Ginyves,https://www.douban.com/people/186715281/,特拉维夫在燃烧,还行,除了最后男主的灵机一动外，剩下前面的87分钟我都没看懂哪里好笑了…哦，还有2分钟笑点，是在他换罐头鹰嘴豆泥的时候…
vivacous,急先锋,https://www.douban.com/people/vivacous/,特拉维夫在燃烧,还行,戏中戏的形式。表现巴以地区的局面和人民的生活吧。但故事编的比较差。
63422177,不老的李大爷耶,https://www.douban.com/people/63422177/,特拉维夫在燃烧,还行,当个编剧太不容易了，尤其是当个面对着国仇家恨、制片苛求、警官威逼、演员要挟和女友取闹的编剧实在太不容易了
27748540,姜不停,https://www.douban.com/people/27748540/,特拉维夫在燃烧,推荐,有趣啊。写作者与“审查者”令人忍俊不禁的关系，有点喜剧的悲伤的意思，但这个还是欢乐为主，再尬的生活细节也能写进戏里
45858265,手欠不是两三天,https://www.douban.com/people/45858265/,特拉维夫在燃烧,推荐,"Anyone can cook, anyone can write a script/ 真情实感追肥皂剧就是这么有乐趣"
twocows,2niu,https://www.douban.com/people/twocows/,特拉维夫在燃烧,推荐,"版权归作者所有，任何形式转载请联系作者。
作者：2niu（来自豆瓣）
来源：https://movie.douban.com/review/9643554/


导演说他本意并不是讲政治：他说拍这个电影对于他来说是个personal experience —— 非常个人的体验，他想体验的是在桎梏、审查、束缚的环境下，个体的创造力能去到哪里。原来他拍这个电影是做了一件和萨拉姆做的同样一件事情。"
73676769,血天,https://www.douban.com/people/73676769/,特拉维夫在燃烧,还行,被安利的鹰嘴土豆
127675582,当局,https://www.douban.com/people/127675582/,特拉维夫在燃烧,推荐,又严肃又诙谐，看得人手忙脚乱。
lumin1989,全村希望棕刺猬,https://www.douban.com/people/lumin1989/,特拉维夫在燃烧,推荐,首映大获成功！巴以冲突这种严肃的题材被拍得温暖欢乐，片中片的设计已经不新鲜了，但从喜剧背后可以读出太多的温情和细节的美好，求评委赏光，拿下地平线！！！
148411166,雪山飞猪！,https://www.douban.com/people/148411166/,特拉维夫在燃烧,力荐,能够在这么敏感、有争议的故事背景下拍出这么机智、幽默的喜剧，真是太难得了。
166579069,Jezca,https://www.douban.com/people/166579069/,特拉维夫在燃烧,还行,剧中剧很粗制滥造，但本片还是蛮好玩的
125205689,轰車車,https://www.douban.com/people/125205689/,特拉维夫在燃烧,还行,哈哈哈，黑色幽默也不忘讽刺下美剧没完没了呀，“去没有军事武装的地方。”
181790510,CM,https://www.douban.com/people/181790510/,特拉维夫在燃烧,推荐,反映巴以关系。。。抗爭，必須繼續！。。。哈哈
69376001,HORA,https://www.douban.com/people/69376001/,特拉维夫在燃烧,力荐,今年最好看的政治喜剧 从头笑到尾
1782474,东散,https://www.douban.com/people/1782474/,特拉维夫在燃烧,推荐,巴勒斯坦人拍对以色列谍战肥皂剧，各种笑料。少点炸弹，多点笑声，挺好。
130004835,大洋洲,https://www.douban.com/people/130004835/,特拉维夫在燃烧,较差,怪我没入戏，怪他们入戏太深，XXX(国家、城市或地区)在燃烧那么制作还是多用心点吧。
153900869,盾心,https://www.douban.com/people/153900869/,特拉维夫在燃烧,推荐,刚从以色列回来，对两个苦难民族的死结唏嘘不已
48951367,Miracle,https://www.douban.com/people/48951367/,特拉维夫在燃烧,力荐,能把这个话题拍得那么好笑真是很厉害哈哈哈哈哈哈哈哈 女主长得好像Julianna 啊
137274092,上海裁缝,https://www.douban.com/people/137274092/,特拉维夫在燃烧,较差,两星半。戏中戏，轻喜剧小品，婉言的带点政治，很现实又不现实，有点意思又没啥意思～整体略粗拙～
68741121,派尼克,https://www.douban.com/people/68741121/,特拉维夫在燃烧,推荐,讽刺佳作
lsh1,梁颂华,https://www.douban.com/people/lsh1/,特拉维夫在燃烧,还行,有部分政治元素，但更多的是喜剧内容，整体说不上是有趣好玩，却也流畅自然且有着舒适的观感。三星。
151568519,Orpheus+,https://www.douban.com/people/151568519/,特拉维夫在燃烧,还行,3.5。精致的小品，玩笑和浪漫消解着民族仇恨。
raven_w,十號風球,https://www.douban.com/people/raven_w/,特拉维夫在燃烧,力荐,看到一半的我点了暂停默默去柜子里拿出了鹰嘴豆罐头
8444736,Pandar_H,https://www.douban.com/people/8444736/,特拉维夫在燃烧,还行,神奇的剧情
170931468,那朵椰菜花,https://www.douban.com/people/170931468/,特拉维夫在燃烧,推荐,「不是什麼都要扯到政治的」
gothique,绯影寂,https://www.douban.com/people/gothique/,特拉维夫在燃烧,力荐,哈哈哈哈哈好久沒看到這種好片
51909421,作风,https://www.douban.com/people/51909421/,特拉维夫在燃烧,还行,编剧的996生活，现实和肥皂剧的结合，肥皂剧真的很肥皂
creekQ7,福尔馒斯,https://www.douban.com/people/creekQ7/,特拉维夫在燃烧,推荐,看片名绝对想象不到剧情，好看！
63387091,fran,https://www.douban.com/people/63387091/,特拉维夫在燃烧,推荐,A-. 我爱男主！！！
175742580,柠檬手链,https://www.douban.com/people/175742580/,特拉维夫在燃烧,还行,菜鸟编剧真的证明了艺术源于生活，各种人物的诉求都在烂俗肥皂剧中实现，也用这种喜剧的方式巧妙表达了地区冲突问题。
159711866,Korovamilkbar,https://www.douban.com/people/159711866/,特拉维夫在燃烧,很差,"5/在镜头语言贫瘠的情况下，同片中女演员自命不凡的话一样，男主的演技一流。
对于男/女角色的处理体现出趋同性，男性一般软弱好商量沟通，女性则更强硬，表达自己的主见和需求时更利落。（不动声色的女性电影？）
政治表达在于批判民众沦为流行文化的附庸，而不真正关心政治。
戏中戏的架构对于现实的指涉，就与一个剧组对权利的指涉一样单薄，流于了一个类型化的处理。
这部电影有一些对位系统，但是本身不够自洽，剧作上也有巧思，但语法太平淡，类型元素的加入也使得一些情节逻辑被设置得太想当然。
平庸之作"
fourteen14_14,懿,https://www.douban.com/people/fourteen14_14/,特拉维夫在燃烧,还行,喜剧里强行加入对巴以关系的反思，有点膈应人了。巴勒斯坦的电视剧真的好土好浮夸……
jluy,残缺半身像,https://www.douban.com/people/jluy/,特拉维夫在燃烧,还行,7分。叙事是蛮好的，可是不好笑啊。
liuzq0704,和金东旭买可乐,https://www.douban.com/people/liuzq0704/,特拉维夫在燃烧,推荐,剧情真的不错，把政治宗教纷争用浪漫喜剧的形式表现出来，那个影中剧还让人挺想看的。
a476421138,远方的远方,https://www.douban.com/people/a476421138/,特拉维夫在燃烧,还行,比想象中差
68089671,grapefrukt,https://www.douban.com/people/68089671/,特拉维夫在燃烧,还行,还不错的政治喜剧片，始终保持了轻松的氛围。顺便发现片里那位french diva是演过焦土之城的女演员！
201486482,Ashley,https://www.douban.com/people/201486482/,特拉维夫在燃烧,推荐,哈哈哈
79284978,实际无毒级,https://www.douban.com/people/79284978/,特拉维夫在燃烧,还行,北影节竞赛单元，戏中戏推进的精巧喜剧。想尝尝鹰嘴豆泥。
138058789,影视圈前沿观察,https://www.douban.com/people/138058789/,特拉维夫在燃烧,推荐,情节简单却又显得很复杂。没想到如此小的故事格局居然能玩出这么耐人寻味的空间。本来只是一个台词编剧的男主偶然机会晋升编剧，他参与的这部剧在阿以地区都广为追捧，他频频借剧里的对白给自己心爱的姑娘示爱，每天往返巴以边境的他又受到以色列检察官的敦促，检察官试图左右剧情走向，让它的结尾以大团圆收场……如果熟悉巴以冲突和的人，很多地方难免会会心一笑。
xiaxiaose,ABB,https://www.douban.com/people/xiaxiaose/,特拉维夫在燃烧,,还算有趣
jiangtianyi,ミエ,https://www.douban.com/people/jiangtianyi/,特拉维夫在燃烧,力荐,不愧是dan的编剧
174338616,Inv,https://www.douban.com/people/174338616/,特拉维夫在燃烧,较差,1222  【D】
126769986,木六,https://www.douban.com/people/126769986/,特拉维夫在燃烧,还行,如果三谷幸喜来写 这本跌撞于以色列和巴勒斯坦之间狼狈的喜剧 一定充满了各种狼奔豕突啼笑皆非 而近东的幽默感还是稍显距离
199416930,自动隐身模式,https://www.douban.com/people/199416930/,特拉维夫在燃烧,力荐,2020年我一定（希望）去Sundance Film Festival!!
fredayan501,笑意,https://www.douban.com/people/fredayan501/,特拉维夫在燃烧,还行,#ffmuc# 三星半。看的德语字幕场，很多台词没有get到，但肥皂剧自带的喜剧效果很出色哈哈哈
168962691,上筜面条,https://www.douban.com/people/168962691/,特拉维夫在燃烧,推荐,鹰嘴豆泥推广电影
153434696,Vesper鹿,https://www.douban.com/people/153434696/,特拉维夫在燃烧,推荐,三星半。戏中戏+黑色幽默的喜剧，想法很不错，但剧情就和影片里的肥皂剧一样平淡无味，绕了一大圈后最终仍然是回到政治讽刺上，并且缺乏冲击力。人物刻画和叙事上还算不错，作为喜剧也足够轻松，适当增加讽刺意味也很舒适。整体中规中矩。
44963166,yu,https://www.douban.com/people/44963166/,特拉维夫在燃烧,较差,对巴以历史不太了解，很多笑点也get不到，看着有点无聊…
13770174,Gracie,https://www.douban.com/people/13770174/,特拉维夫在燃烧,推荐,剧中剧，编剧厉害，音乐年代感也太强了吧
198223032,幼意,https://www.douban.com/people/198223032/,特拉维夫在燃烧,推荐,黑色幽默，蛮有意思的
62799720,明知故犯,https://www.douban.com/people/62799720/,特拉维夫在燃烧,推荐,戏中戏，结局确实没想到
